empresa,Nombre,status,partind,naics1,naics2,SectorEconomatica
DCTH_old,"Delcath Systems, Inc",cancelado,,Industrias manufactureras,"Fabricación de equipo no electrónico y material desechable de uso médico, dental y para laboratorio, y artículos oftálmicos",Otros
DCTM_old,Documentum Inc,cancelado,,Información en medios masivos,Edición de software,Software y Datos
DCT_old,DCT Industrial Trust Inc,cancelado,,Servicios financieros y de seguros,Otros fondos,Fondos
DD,"Dupont De Nemours, Inc",activo,.07,Industrias manufactureras,"Fabricación de resinas y hules sintéticos, y fibras químicas",Química
DDD,3d Systems Corp,activo,,Información en medios masivos,Edición de software,Software y Datos
DDE_old,Dover Downs Gaming & Entertainment Inc,cancelado,,Servicios de alojamiento temporal y de preparación de alimentos y bebidas,"Hoteles, moteles y similares",Otros
DDOG,"Datadog, Inc",activo,,Información en medios masivos,Edición de software,Software y Datos
DDS,"Dillard’S, Inc",activo,,Comercio al por menor,Grandes almacenes,Comercio
DD_old,"Eidp, Inc",cancelado,,Industrias manufactureras,"Fabricación de resinas y hules sintéticos, y fibras químicas",Química
DE,Deere & Co,activo,.22,Industrias manufactureras,Fabricación de herramientas de mano sin motor y utensilios de cocina metálicos,Siderur & Metalur
DEA,"Easterly Government Properties, Inc",activo,,Servicios financieros y de seguros,Otros fondos,Fondos
DECK,Deckers Outdoor Corp,activo,,Industrias manufactureras,Fabricación de calzado,Textil
DEI,"Douglas Emmett, Inc",activo,,Servicios financieros y de seguros,Otros fondos,Fondos
DELL,Dell Technologies Inc,activo,,Industrias manufactureras,Fabricación de computadoras y equipo periférico,Electroelectronic
DELL_old,Dell Inc,cancelado,,Industrias manufactureras,Fabricación de computadoras y equipo periférico,Electroelectronic
DEL_old,Deltic Timber Corp,cancelado,,Industrias manufactureras,Aserrado y conservación de la madera,Otros
DENN,Denny’S Corp,activo,,Servicios de alojamiento temporal y de preparación de alimentos y bebidas,Restaurante y otros lugares para comer,Otros
DEN_old,Denbury Inc,cancelado,,"Minería, explotación de canteras y extracción de petróleo y gas",Extracción de petróleo y gas,Petróleo y Gas
DERM_old,"Dermira, Inc",cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
DEST_old,Destination Maternity Corp,cancelado,,Comercio al por menor,Tienda de ropas,Comercio
DEX_old,Dex Media Inc,cancelado,,Información en medios masivos,"Edición de periódicos, revistas, libros y similares",Otros
DFH,"Dream Finders Homes, Inc",activo,,Construcción,Edificación residencial,Construcción
DFRG_old,"Del Frisco'S Restaurant Group, Inc",cancelado,,Servicios de alojamiento temporal y de preparación de alimentos y bebidas,Restaurante y otros lugares para comer,Otros
DFS,Discover Financial Services,activo,.07,Servicios financieros y de seguros,Instituciones financieras de fomento económico,Finanzas y Seguros
DFT_old,"Dupont Fabros Technology, Inc",cancelado,,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,Servicios inmobiliarios,Otros
DF_old,Dean Foods Co,cancelado,,Industrias manufactureras,Elaboración de productos lácteos,Alimentos y Beb
DG,Dollar General Corp Oration,activo,.07,Comercio al por menor,Otras tiendas de mercancias diversas,Comercio
DGAS_old,Delta Natural Gas Co Inc,cancelado,,"Empresas de electricidad, gas y agua",Suministro de gas por ductos al consumidor final,Petróleo y Gas
DGICA,Donegal Group Inc,activo,,Servicios financieros y de seguros,Instituciones de seguros,Finanzas y Seguros
DGII,Digi Intl Inc,activo,,Industrias manufactureras,Fabricación de equipo de comunicación,Electroelectronic
DGI_old,"Digitalglobe, Inc",cancelado,,Información en medios masivos,Otros servicios de telecomunicaciones,Telecomunicación
DGLY,"Digital Ally, Inc",activo,,Industrias manufactureras,Fabricación de equipo de comunicación,Electroelectronic
DGX,Quest Diagnostics Inc,activo,.03,Servicios de salud y de asistencia social,Laboratorios médicos y de diagnóstico,Otros
DH,Definitive Healthcare Corp,activo,,Información en medios masivos,Edición de software,Software y Datos
DHC,Diversified Healthcare Trust,activo,,Servicios financieros y de seguros,Otros fondos,Fondos
DHI,"D.R. Horton, Inc",activo,.1,Construcción,Edificación residencial,Construcción
DHIL,"Diamond Hill Investment Group, Inc",activo,,Servicios financieros y de seguros,Otros servicios relacionados con la intermediación bursátil,Finanzas y Seguros
DHR,Danaher Corp,activo,.39,Industrias manufactureras,"Fabricación de instrumentos de medición, control, navegación, y equipo médico electrónico",Electroelectronic
DHX,"Dhi Group, Inc",activo,,"Servicios de apoyo a los negocios y manejo de residuos y desechos, y servicios de remediación","Servicios de apoyo secretarial, fotocopiado, cobranza, investigación crediticia y similares",Otros
DIAN_old,Dianon Systems Inc,cancelado,,Servicios de salud y de asistencia social,Laboratorios médicos y de diagnóstico,Otros
DIBS,"1stdibs.Com, Inc",activo,,Comercio al por menor,Ventas por correo o medio electrónico,Comercio
DICE_old,"Dice Therapeutics, Inc",cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
DIN,"Dine Brands Global, Inc",activo,,Servicios de alojamiento temporal y de preparación de alimentos y bebidas,Restaurante y otros lugares para comer,Otros
DINO,Hf Sinclair Corp,activo,,"Transportes, correos y almacenamiento",Transporte por ductos,Otros
DIOD,Diodes Inc,activo,,Industrias manufactureras,Fabricación de componentes electrónicos,Electroelectronic
DIS,Walt Disney Co,activo,.46,"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",Otros servicios recreativos,Otros
DISH_old,Dish Network Corp,cancelado,,Información en medios masivos,Producción de programación de canales para sistemas de televisión por cable o satelitales,Otros
DIT,Amcon Distributing Co,activo,,Comercio al por mayor,Comercio al por mayor de productos de tienda de comestibles,Comercio
DJCO,Daily Journal Corp,activo,,Información en medios masivos,"Edición de periódicos, revistas, libros y similares",Otros
DJ_old,Dow Jones & Co Inc,cancelado,,Información en medios masivos,"Edición de periódicos, revistas, libros y similares",Otros
DK,Delek US Hldg Inc,activo,,Industrias manufactureras,Fabricación de productos derivados del petróleo y del carbón,Petróleo y Gas
DKNG,Draftkings Inc,activo,,"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",Otros servicios recreativos,Otros
DKS,"Dick’S Sporting Goods, Inc",activo,,Comercio al por menor,Otros tipos de tienda,Comercio
DLA,"Delta Apparel, Inc",activo,,Comercio al por mayor,Comercio al por mayor de ropas,Comercio
DLB,"Dolby Laboratories, Inc",activo,,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,"Servicios de alquiler de marcas registradas, patentes y franquicias",Otros
DLHC,Dlh Hldg Corp,activo,,"Servicios de apoyo a los negocios y manejo de residuos y desechos, y servicios de remediación",Servicios de empleo,Otros
DLM_old,Del Monte Foods Co,cancelado,,Industrias manufactureras,"Conservación de frutas, verduras, guisos y otros alimentos preparados",Alimentos y Beb
DLPN,"Dolphin Entertainment, Inc",activo,,Otros servicios excepto actividades gubernamentales,Servicios personales,Otros
DLR,"Digital Realty Trust, Inc",activo,.1,Servicios financieros y de seguros,Otros fondos,Fondos
DLTH,Duluth Hldg Inc,activo,,Comercio al por menor,Tienda de ropas y accesorios de vestir,Comercio
DLTR,"Dollar Tree, Inc",activo,.07,Comercio al por menor,Otras tiendas de mercancias diversas,Comercio
DLX,Deluxe Corp,activo,,Industrias manufactureras,Impresión e industrias conexas,Otros
DL_old,Dial Corp,cancelado,,Industrias manufactureras,"Fabricación de jabones, limpiadores y preparaciones de tocador",Química
DMAC,Diamedica Therapeutics Inc,activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
DMK,Dmk Pharmaceuticals Corp,activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
DMRC,Digimarc Corp,activo,,"Servicios profesionales, científicos y técnicos",Servicios de diseño de sistemas de cómputo y servicios relacionados,Software y Datos
DMTX_old,"Dimension Therapeutics, Inc",cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
DNA,Ginkgo Bioworks Hldg Inc,activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
DNA_old,Genentech Inc,cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
DNB,Dun & Bradstreet Hldg Inc,activo,,"Servicios de apoyo a los negocios y manejo de residuos y desechos, y servicios de remediación","Servicios de apoyo secretarial, fotocopiado, cobranza, investigación crediticia y similares",Otros
DNBF_old,Dnb Financial Corp,cancelado,,Servicios financieros y de seguros,Bancos,Finanzas y Seguros
DNDN_old,Dendreon Corp,cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
DNKN_old,"Dunkin’ Brands Group, Inc",cancelado,,Servicios de alojamiento temporal y de preparación de alimentos y bebidas,Restaurante y otros lugares para comer,Otros
DNLI,Denali Therapeutics Inc,activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
DNMR,"Danimer Scientific, Inc",activo,,Industrias manufactureras,"Fabricación de resinas y hules sintéticos, y fibras químicas",Química
DNOW,Dnow Inc,activo,,Industrias manufactureras,"Fabricación de maquinaria y equipo agropecuario, para la construcción y para la industria extractiva",Maquinaria Indust
DNP,"Dnp Select Income Fund, Inc",activo,,Industrias manufactureras,Otras industrias manufactureras,Otros
DNTH,"Dianthus Therapeutics, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
DNUT,"Krispy Kreme, Inc",activo,,Comercio al por menor,Tienda de alimentos y bebidas,Comercio
DOC,"Healthpeak Properties, Inc",activo,.02,Servicios financieros y de seguros,Otros fondos,Fondos
DOCN,Digitalocean Hldg Inc,activo,,"Servicios profesionales, científicos y técnicos","Servicios profesionales, científicos y técnicos",Otros
DOCS,"Doximity, Inc",activo,,"Servicios profesionales, científicos y técnicos",Servicios de diseño de sistemas de cómputo y servicios relacionados,Software y Datos
DOCU,"Docusign, Inc",activo,,Información en medios masivos,Edición de software,Software y Datos
DOC_old,Physicians Realty Trust,cancelado,,Servicios financieros y de seguros,Otros fondos,Fondos
DOLE_old,Dole Food Co Inc,cancelado,,"Agricultura, ganadería, aprovechamiento forestal, pesca y caza","Cultivo de semillas oleaginosas, leguminosas y cereales",Agro & Pesca
DOMH,Dominari Hldg Inc,activo,,Servicios financieros y de seguros,"Casas de bolsa, casas de cambio y centros cambiarios",Finanzas y Seguros
DOMO,"Domo, Inc",activo,,Información en medios masivos,Edición de software,Software y Datos
DOOR_old,Masonite Intl Corp,cancelado,,Industrias manufactureras,Fabricación de laminados y aglutinados de madera,Otros
DORM,"Dorman Products, Inc",activo,,Industrias manufactureras,Fabricación de carrocerías y remolques,Vehículos y Pieza
DOV,Dover Corp,activo,.05,Industrias manufactureras,"Fabricación de maquinaria y equipo agropecuario, para la construcción y para la industria extractiva",Maquinaria Indust
DOVA_old,Dova Pharmaceuticals Inc,cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
DOW,Dow Inc,activo,.09,Industrias manufactureras,"Fabricación de resinas y hules sintéticos, y fibras químicas",Química
DOW_old,The Dow Chemical Company,cancelado,,Industrias manufactureras,"Fabricación de resinas y hules sintéticos, y fibras químicas",Química
DO_old,"Diamond Offshore Drilling, Inc",cancelado,,"Minería, explotación de canteras y extracción de petróleo y gas",Servicios relacionados con la minería,Minería
DPLO_old,"Diplomat Pharmacy, Inc",cancelado,,Comercio al por menor,Tienda de artículos de salud y cuidados personales,Comercio
DPL_old,DPL Inc,cancelado,,"Empresas de electricidad, gas y agua","Generación, transmisión y suministro de energía eléctrica",Energía Eléctrica
DPZ,Dominos Pizza Inc,activo,.03,Comercio al por mayor,Comercio al por mayor de productos de tienda de comestibles,Comercio
DP_old,Diagnostic Products Corp,cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
DQE_old,Duquesne Light Hldg Inc,cancelado,,"Empresas de electricidad, gas y agua","Generación, transmisión y suministro de energía eléctrica",Energía Eléctrica
DRCT,Direct Digital Hldg Inc,activo,,"Servicios profesionales, científicos y técnicos","Servicios de publicidad, relaciones públicas y actividades relacionadas",Otros
DRC_old,Dresser-Rand Group Inc,cancelado,,Industrias manufactureras,"Fabricación de motores de combustión interna, turbinas y transmisiones",Maquinaria Indust
DRE_old,Duke Realty Corp,cancelado,,Servicios financieros y de seguros,Otros fondos,Fondos
DRH,Diamondrock Hospitality Co,activo,,Servicios financieros y de seguros,Otros fondos,Fondos
DRI,"Darden Restaurants, Inc",activo,.05,Servicios de alojamiento temporal y de preparación de alimentos y bebidas,Restaurante y otros lugares para comer,Otros
DRII_old,"Diamond Resorts Intl, Inc",cancelado,,Servicios de alojamiento temporal y de preparación de alimentos y bebidas,"Hoteles, moteles y similares",Otros
DRMA,"Dermata Therapeutics, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
DRNA_old,"Dicerna Pharmaceuticals, Inc",cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
DRQ,Dril-Quip Inc,activo,,Industrias manufactureras,"Fabricación de maquinaria y equipo agropecuario, para la construcción y para la industria extractiva",Maquinaria Indust
DRRX,Durect Corp,activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
DRS,"Leonardo DRS, Inc",activo,,Industrias manufactureras,"Fabricación de instrumentos de medición, control, navegación, y equipo médico electrónico",Electroelectronic
DRS_old,DRS Technologies Inc,cancelado,,Industrias manufactureras,"Fabricación de instrumentos de medición, control, navegación, y equipo médico electrónico",Electroelectronic
DRVN,Driven Brands Hldg Inc,activo,,Otros servicios excepto actividades gubernamentales,Reparación y mantenimiento de automóviles y camiones,Otros
DRYR_old,Dreyers Grand Ice Cream Hldg Inc,cancelado,,Industrias manufactureras,Elaboración de productos lácteos,Alimentos y Beb
DSCI_old,"Derma Sciences, Inc",cancelado,,Industrias manufactureras,"Fabricación de equipo no electrónico y material desechable de uso médico, dental y para laboratorio, y artículos oftálmicos",Otros
DSEY_old,Diversey Hldg Ltd.,cancelado,,Industrias manufactureras,"Fabricación de jabones, limpiadores y preparaciones de tocador",Química
DSGN,"Design Therapeutics, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
